OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA,LINEAS
1249,6_2974,20190912,6,2974,CESAR MANRIQUE-LA CABRERA,,S,,1515,César Manrique frente a C/ Cabrera,,,U,28,079,07901,0790101,45108,Calle,de,César Manrique,N,7,,,28035,08,148,083,T0792137,0790101078,5,7,A,2,079-08-176,176,,559-1,2,3,20010709,19861001,,439041,4480646,T,,,,,"42, 127, 132, N21"
1250,6_3405,20190912,6,3405,VENTISQUERO CONDESA-C.HERRERA ORIA,,S,,1596,Ventisquero Condesa con C. Herrera Oria,,,U,28,079,07901,0790101,11964,Avda,del,Ventisquero de la Condesa,N,2,,,28035,08,019,083,T0791261,,,7,A,1,079-08-173,173,,559-1,2,3,20010709,19861001,,439512,4481862,T,,,,,"64, N21"
1251,6_4024,20190912,6,4024,CERRO MINGUETE-VENTISQUERO DE LA CONDESA,,S,,1564,Cerro Minguete frente al Nº 5,,,U,28,079,07901,0790101,11973,Calle,del,Cerro Minguete,N,10,,,28035,08,154,087,T0791173,0790101901,2,7,A,2,079-08-159,159,,559-1,2,3,20030101,20030101,,439292,4482256,T,,,,,N21
1252,6_1649,20190912,6,1649,RAMON GOMEZ SERNA-JULIO CALVO,,S,,1552,Ramón Gómez de la Serna con Julio Calvo,,,U,28,079,07901,0790101,10778,Calle,de,Ramón Gómez de la Serna,N,12,,,28035,08,015,083,T0791409,0790101052,2,7,A,2,079-08-173,173,,559-1,2,3,20010709,19861001,,438869,4481763,T,,,,,49
1253,6_435,20190912,6,435,LOPEZ DE HOYOS-BIOSCA,,S,,2036,"López de Hoyos, 363",,,U,28,079,07901,,03477,Calle,de,López de Hoyos,N,363,A,,28043,16,039,164,,,4,1,A,2,079-16-449,449,,,2,3,20010709,19861001,,444883,4480342,T,,,,,"9, 72, N2"
1254,6_437,20190912,6,437,LOPEZ DE HOYOS-GTA.LUIS ROSALES,Con Gta de Luis Rosales,S,,3928,"López de Hoyos, 329  (Pinar del Rey)",,,U,28,079,07901,0790101,03477,Calle,de,López de Hoyos,SN,SN,,,28043,16,035,163,T0793212,0790101219,,1,A,2,079-16-453,453,,559-2,2,3,20010709,19861001,,444607,4479952,T,,,,,"9, 72"
1255,6_341,20190912,6,341,JOAQUIN COSTA-N.MINISTERIOS,,S,,422,"Joaquín Costa, 1",90,71,U,28,079,07901,0790101,03070,Calle,de,Joaquín Costa,N,1,,,28002,05,3,1,,,1,1,A,1,079-05-096,96,,,2,3,20010709,19861001,,441573,4477730,T,,,,,"7, C2"
1256,6_342,20190912,6,342,Pº CASTELLANA-NUEVOS MINISTERIOS,Con Calle de Jorge Manrique,S,,51,Pº de la Castellana S/N frente al Nº 96,,,U,28,079,07901,0790101,01213,Paseo,de la,Castellana,N,65,,,28046,07,095,075,T0795776,,,6,A,1,079-07-125,125,,559-1,2,3,20010709,19861001,,441448,4477459,T,,,,,"7, 14, 27, 40, 147, 150, N22, N24"
1257,6_348,20190912,6,348,ALMAGRO Nº 3,,S,,518,12,92,133,U,28,079,07901,,00224,Calle,de,Almagro,N,3,,,28010,07,76,4,,,,6,A,1,079-07-140,140,,,2,3,20010709,19861001,,441144,4475738,T,,,,,7
1258,6_5462,20190912,6,5462,AVDA.LOS ROSALES-ORO,,S,,3753,,,,U,28,079,07901,0790101,08221,Avda,de,Los Rosales,N,133,,,28021,17,045,173,T079916559,,,4,A,1,079-17-483,483,,559-4,2,3,20060901,20060807,,442605,4467102,T,,,,,"85, 123"
1259,6_5463,20190912,6,5463,AV.ROSALES-MATACHEL,,S,,3752,,,,U,28,079,07901,0790101,08221,Avda,de,Los Rosales,N,113,,,28021,17,045,173,T079916559,,,4,A,1,079-17-483,483,,559-4,2,3,20060901,20060807,,442381,4467459,T,,,,,"85, 123, N12"
1260,6_1204,20190912,6,1204,Pº EXTREMADURA-CARLINA,,S,,2306,"Pº de Extremadura, 251 con C/ Carlina",,,U,28,079,07901,0790101,99999,Paseo,de,Extremadura,N,10,,,28011,10,068,103,T07910277,,3,5,A,2,079-10-261,261,,,2,3,20010709,19861001,,436359,4473183,T,,,,,"33, 65"
1261,6_1207,20190912,6,1207,RONDA DE VALENCIA,,S,,320,"Ronda de Valencia, 14",92,10,U,28,079,07901,0790101,06213,Ronda,de,Valencia,N,14,,,28012,01,001,011,T0798585,0790101A01,1,5,A,1,079-01-022,22,,,2,3,20010709,19861001,,440580,4473200,T,,,,,"34, 36, 41, 119, C1, N12, N15"
1262,6_1209,20190912,6,1209,Pº ACACIAS-RIBERA DE CURTIDORES,,S,,324,"Pº de las Acacias, 20",,,U,28,079,07901,,00022,Paseo,de las,Acacias,N,20,,,28005,02,,,,,1,4,A,1,079-02-028,28,,,2,3,20010709,19861001,,440125,4473034,T,,,,,"34, 36, 62, 116, 118, 119"
1263,6_1210,20190912,6,1210,Pº ACACIAS-Pº OLMOS,,S,,326,Pº de las Acacias frente Nº43,,,U,28,079,07901,,00022,Paseo,de las,Acacias,N,32,,,28005,02,,,,,1,4,A,1,079-02-027,27,,,2,3,20010709,19861001,,439870,4472944,T,,,,,"34, 36, 62, 116, 118, 119, N12, N15"
1264,6_1212,20190912,6,1212,GRAL.RICARDOS-GTA.MQUES.VADILLO,,S,,329,"General Ricardos, 10",93,269,U,28,079,07901,,02524,Calle,del,General Ricardos,N,8,,,28019,11,048,113,T07911336,,,4,A,2,079-11-275,275,,,2,3,20010709,19861001,,439246,4472290,T,,,,,"34, 35, 118, 119, N26"
1265,6_664,20190912,6,664,SAINZ DE BARANDA-JUAN ESPLANDIU,,S,,2167,"Alcalde Sainz de Baranda, 107",,,U,28,079,07901,,00140,Calle,del,Alcalde Sáinz de Baranda,N,107,,,28007,03,45,3,,,1,3,A,1,079-03-051,51,,,2,3,20010709,19861001,,443610,4474615,T,,,,,15
1266,6_666,20190912,6,666,SAINZ DE BARANDA-NARVAEZ,,S,,2159,"Alcalde Sainz de Baranda, 15",,,U,28,079,07901,,00140,Calle,del,Alcalde Sáinz de Baranda,N,17,,,28009,03,56,4,,,1,3,A,1,079-03-048,48,,,2,3,20010709,19861001,,442777,4474471,T,,,,,"15, 215"
1267,6_668,20190912,6,668,NARVAEZ,,S,,2155,"Narvaez, 29",,,U,28,079,07901,,04258,Calle,de,Narváez,N,29,,,28009,03,65,4,,,1,3,A,1,079-03-048,48,,,2,3,20010709,19861001,,442772,4474923,T,,,,,"15, 26, 61, 63, 215, C2"
1268,6_670,20190912,6,670,ALCALA-PRINCIPE DE VERGARA,,S,,778,"Alcalá, 127",93,301,U,28,079,07901,,00132,Calle,de,Alcalá,N,129,,,28001,04,15,2,,,,1,A,1,079-04-075,75,,,2,3,20010709,19861001,,442464,4475158,T,,,,,"15, 146, 152"
1269,6_671,20190912,6,671,ALCALA-CASTELLO,,S,,752,"Alcalá, 115",93,301,U,28,079,07901,,00132,Calle,de,Alcalá,N,113,,,28001,04,14,1,,,,1,A,1,079-04-074,74,,,2,3,20010709,19861001,,442306,4475068,T,,,,,"15, 52, 146, N2, N3, N5, N7"
1270,6_674,20190912,6,674,FDEZ.DE LOS RIOS-GUZMAN EL BUENO,,S,,521,"Fernández de los Ríos, 65",,,U,28,079,07901,,02187,Calle,de,Fernández de los Ríos,N,65,,,28015,07,11,1,,,1,6,A,1,079-07-136,136,,,2,3,20010709,19861001,,439592,4476524,T,,,,,"16, 61"
1271,6_675,20190912,6,675,FDEZ.DE LOS RIOS-MAGALLANES,,S,,523,"Fernández de los Ríos, 3",93,309,U,28,079,07901,,02187,Calle,de,Fernández de los Ríos,N,3,,,28015,07,37,2,,,,6,A,1,079-07-137,137,,,2,3,20010709,19861001,,440331,4476472,T,,,,,"16, 61"
1272,6_677,20190912,6,677,ELOY GONZALO-JUAN DE AUSTRIA,,S,,525,"Eloy Gonzalo, 36",93,237,U,28,079,07901,,01919,Calle,de,Eloy Gonzalo,N,36,,,28010,07,68,3,,,,6,A,1,079-07-139,139,,,2,3,20010709,19861001,,440762,4476440,T,,,,,"16, 61"
1273,6_678,20190912,6,678,SANTA PRISCA,,S,,4370,,93,244,U,28,079,07901,,05661,Calle,de,Santa Prisca,N,3,,,28017,15,014,151,T0797983,,,1,A,2,079-15-426,426,,,2,3,20010709,19861001,,445043,4475574,T,,,,,15
1274,6_686,20190912,6,686,AV.PIO XII-CENTRO COMERCIAL,Frente al nº 21,S,,115,"Av. Pío XII, 18 con Comandante Franco",93,300,U,28,079,07901,0790101,04833,Avda,de,Pío XII,SN,SN,,,28016,05,001,051,T0795932,0790101A01,,1,A,1,079-05-090,90,,,2,3,20010709,19861001,,442793,4479504,T,,,,,"16, 29, 150, N1"
1275,6_687,20190912,6,687,AV.PIO XII-COMANDANTE FRANCO,,S,,117,,,,U,28,079,07901,,04833,Avda,de,Pío XII,N,18,B,,28016,05,,,,,1,1,A,1,079-05-090,90,,,2,3,20010709,19861001,,442851,4479834,T,,,,,"16, 29, 150, N1"
1276,6_690,20190912,6,690,AV.PIO XII-NUNCIATURA,,S,,118,"Av. Pío XII, 77",,,U,28,079,07901,,04833,Avda,de,Pío XII,N,77,,,28016,05,085,056,T0792888,,,1,A,1,079-05-088,88,,559-2,2,3,20010709,19861001,,443004,4480204,T,,,,,"16, 150"
1277,6_692,20190912,6,692,AV.PIO XII-CENTRO COMERCIAL,,S,,114,"Av. Pío XII, 21",93,300,U,28,079,07901,,04833,Avda,de,Pío XII,N,23,,,28016,05,001,051,,,,1,A,1,079-05-090,90,,,2,3,20010709,19861001,,442774,4479514,T,,,,,"16, 29, 150, N1"
1278,6_695,20190912,6,695,AV.DR.ARCE-PZA.SANTA GEMA,,S,,417,"Doctor Arce, 31",93,179,U,28,079,07901,,01722,Avda,del,Doctor Arce,N,31,,,28002,05,001,051,,,,1,A,1,079-05-096,96,,,2,3,20010709,19861001,,442374,4477846,T,,,,,"16, 19"
1279,6_704,20190912,6,704,FERNANDO EL CATOLICO-MAGALLANES,,S,,540,"Fernando el Católico, 4",93,309,U,28,079,07901,,02192,Calle,de,Fernando el Católico,N,1,,,28015,07,038,072,T0796961,,,6,A,1,079-07-137,137,,559-1,2,3,20010709,19861001,,440227,4476354,T,,,,,"16, 61"
1280,6_705,20190912,6,705,FERNANDO EL CATOLICO-VALLEHERMOSO,,S,,541,"Fernando Católico con  Vallehermoso, 16",,,U,28,079,07901,0790101,02192,Calle,de,Fernando el Católico,N,21,,,28015,07,040,072,T0796938,,,6,A,1,079-07-137,137,,559-1,2,3,20010709,19861001,,439969,4476381,T,,,,,"16, 61"
1281,6_574,20190912,6,574,MQUES.DE ZAFRA-MQUES.MONDEJAR,,S,,781,"Marqués de Zafra, 9",,,U,28,079,07901,,03898,Paseo,del,Marqués de Zafra,N,9,,,28028,04,,,,,1,1,A,1,079-04-077,77,,,2,3,20010709,19861001,,443519,4475532,T,,,,,12
1282,6_575,20190912,6,575,FCO.SILVELA-PZA.M.BECERRA,,S,,782,"Francisco Silvela, 4 frente al Nº 9",,,U,28,079,07901,0790101,02340,Calle,de,Francisco Silvela,N,4,,,28028,04,001,041,,,1,1,A,1,079-04-073,73,,,2,3,20010709,19861001,,443301,4475846,T,,,,,"12, 43, 56, 210, C2"
1283,6_576,20190912,6,576,FCO.SILVELA-AZCONA,,S,,784,"Francisco Silvela, 34",,,U,28,079,07901,,02340,Calle,de,Francisco Silvela,N,34,,,28028,04,67,4,,,1,1,A,1,079-04-073,73,,,2,3,20010709,19861001,,443086,4476187,T,,,,,"12, 56, 210, C2"
1284,6_5426,20190912,6,5426,EDUARDO BARREIROS-AV.POBLADOS,,S,,3727,,93,331,U,28,079,07901,0790101,06399,Calle,de,Eduardo Barreiros,N,15,,,28041,12,024,122,T07915001,,,4,A,1,079-12-335,335,,559-3,2,3,20060505,20060429,,441015,4469317,T,,,,,76
1285,6_478,20190912,6,478,AV.PALOMERAS-PUERTO DEL PICO,,S,,4540,"Av. de Palomeras, 152",,,U,28,079,07901,0790101,04513,Avda,de,Palomeras,N,152,,,28018,13,150,135,T07913256,,,3,A,1,079-13-364,364,,559-4,2,3,20010709,19861001,,445032,4470988,T,,,,,10
1286,6_480,20190912,6,480,EXTREMEÑOS-AV.PABLO NERUDA,,S,,2077,Extremeños con Av. Pablo Neruda,,,U,28,079,07901,0790101,40363,Calle,de los,Extremeños,N,1,,,28018,13,115,134,T07913293,,,3,A,1,079-13-365,365,,559-4,2,3,20010709,19861001,,445267,4470943,T,,,,,"10, N10"
1287,6_481,20190912,6,481,EXTREMEÑOS-AV.RAFAEL ALBERTI,,S,,2079,Extremeños S/N con Av. Rafael Alberti,,,U,28,079,07901,0790101,40363,Calle,de los,Extremeños,N,5,,,28018,13,115,134,T07913347,,,3,A,1,079-13-365,365,,559-4,2,3,20010709,19861001,,445513,4470803,T,,,,,10
1288,6_482,20190912,6,482,RAFAEL ALBERTI-ARAGONESES,Frente al nº 53,S,,2081,Av. de Rafael Alberti frente al Nº 51,,,U,28,079,07901,0790101,11218,Avda,de,Rafael Alberti,N,53,,,28018,13,115,134,T07913347,,,3,A,1,079-13-365,365,,559-4,2,3,20010709,19861001,,445362,4470654,T,,,,,"10, 144"
1289,6_486,20190912,6,486,VILLALOBOS-LEONESES,,S,,2084,"Villalobos, 3",,,U,28,079,07901,,09004,Calle,de,Villalobos,N,3,,,28018,13,113,134,,,3,3,A,2,079-13-367,367,,,2,3,20010709,19861001,,445269,4470602,T,,,,,"10, 144"
1290,6_487,20190912,6,487,RAFAEL ALBERTI-ARAGONESES,,S,,2082,"Av. Rafael Alberti, 51",,,U,28,079,07901,,11218,Avda,de,Rafael Alberti,N,51,,,28018,13,112,134,T07913654,,,3,A,1,079-13-367,367,,559-4,2,3,20010709,19861001,,445404,4470643,T,,,,,"10, 144, N10"
1291,6_491,20190912,6,491,AV.PALOMERAS-PUERTO DEL PICO,,S,,2074,"Av. de Palomeras, 145",,,U,28,079,07901,,04513,Avda,de,Palomeras,N,143,,,28018,13,155,135,T07913007,,,3,A,1,079-13-364,364,,559-4,2,3,20010709,19861001,,445032,4471001,T,,,,,10
1292,6_492,20190912,6,492,AV.PALOMERAS-PEDRO LABORDE,,S,,2073,"Av. de Palomeras, 131",,,U,28,079,07901,,04513,Avda,de,Palomeras,N,126,,,28018,13,155,135,T07913082,,,3,A,1,079-13-364,364,,559-4,2,3,20010709,19861001,,444885,4471063,T,,,,,10
1293,6_494,20190912,6,494,ARROYO OLIVAR-JESUS JIMENEZ,Frente al nº 142,S,,2069,"Arroyo del Olivar, 53",,,U,28,079,07901,0790101,00608,Calle,del,Arroyo del Olivar,SN,SN,,,28018,13,088,133,T07912140,,3,3,A,2,079-13-358,358,,,2,3,20010709,19861001,,444588,4471297,T,,,,,10
1294,6_495,20190912,6,495,ARROYO OLIVAR-TTE.MUÑOZ DIAZ,,S,,2067,Arroyo del Olivar S/N,,,U,28,079,07901,,00608,Calle,del,Arroyo del Olivar,N,51,,,28018,13,088,133,,,3,3,A,2,079-13-358,358,,,2,3,20010709,19861001,,444300,4471509,T,,,,,10
1295,6_500,20190912,6,500,AV.CDAD.BARCELONA-M30,,S,,2057,"Av. Ciudad de Barcelona, 109",,,U,28,079,07901,0790101,01357,Avda,de la,Ciudad de Barcelona,N,107,,,28007,03,001,031,,,3,3,A,1,079-03-064,64,,,2,3,20010709,19861001,,443192,4472489,T,,,,,"8, 24, 54, 57, 141"
1296,6_501,20190912,6,501,AV.CDAD.BARCELONA-PACIFICO,,S,,1978,"Av. Ciudad de Barcelona, 81",92,53,U,28,079,07901,0790101,01357,Avda,de la,Ciudad de Barcelona,N,81,A,,28007,03,001,031,T07910821,0790101A01,1,3,A,1,079-03-064,64,,,2,3,20010709,19861001,,442883,4472706,T,,,,,"8, 10, 136, 310"
1297,6_502,20190912,6,502,CAVANILLES-DR.ESQUERDO,,S,,2055,"Cavanilles, 49",,,U,28,079,07901,,01256,Calle,de,Cavanilles,N,51,,,28007,03,19,1,,,1,3,A,1,079-03-061,61,,,2,3,20010709,19861001,,443043,4473075,T,,,,,10
1298,6_504,20190912,6,504,CAVANILLES-PZA.MARIANO CAVIA,,S,,2051,"Cavanilles, 1",,,U,28,079,07901,,01256,Calle,de,Cavanilles,N,1,,,28007,03,,,,,1,3,A,1,079-03-061,61,,,2,3,20010709,19861001,,442565,4473371,T,,,,,10
1299,6_377,20190912,6,377,ENCOMIENDA PALACIOS-PICO ARTILLEROS,,S,,850,"Encomienda de Palacios, 51 frente Nº146",,,U,28,079,07901,,01960,Calle,de la,Encomienda de Palacios,N,53,,,28030,14,050,145,,,4,3,A,2,079-14-390,390,,,2,3,20010709,19861001,,445567,4472636,T,,,,,"8, 20, N8"
1300,6_378,20190912,6,378,ENCOMIENDA DE PALACIOS-ARROYO FONTARRON,,S,,844,,,,U,28,079,07901,0790101,01960,Calle,de la,Encomienda de Palacios,N,1,,,28030,14,046,145,T07910728,0790101A01,,3,A,2,079-14-386,386,,,2,3,20010709,19861001,,445234,4472632,T,,,,,"8, 20"
1301,6_380,20190912,6,380,ARROYO FONTARRON-CORR.J.FCO.LUJAN,,S,,1991,"Arroyo Fontarrón, 55",,,U,28,079,07901,,00600,Calle,del,Arroyo Fontarrón,N,55,,,28030,14,046,145,,,3,3,A,2,079-14-386,386,,,2,3,20010709,19861001,,444947,4472844,T,,,,,8
1302,6_381,20190912,6,381,ARROYO FONTARRON-PZA.ENCUENTRO,,S,,1989,"Arroyo Fontarrón, 1",,,U,28,079,07901,,00600,Calle,del,Arroyo Fontarrón,N,1,,,28030,14,044,145,,,4,3,A,2,079-14-386,386,,,2,3,20010709,19861001,,444831,4473144,T,,,,,8
1303,6_384,20190912,6,384,PZA.CORR.ALONSO AGUILAR,,S,,1988,Pza. Corregidor Alonso Aguilar S/N,,,U,28,079,07901,,01518,Plaza,del,Corregidor Alonso de Aguilar,N,6,,,28030,14,043,145,,,3,3,A,2,079-14-386,386,,,2,3,20010709,19861001,,444198,4473352,T,,,,,"8, 113"
1304,6_385,20190912,6,385,SIERRA ELVIRA-SIERRA TOLEDANA,,S,,1987,"Sierra Elvira, frente al Nº 38",,,U,28,079,07901,0790101,05801,Calle,de,Sierra Elvira,N,39,,,28038,13,186,136,T07910248,0790101A01,3,3,A,2,079-13-338,338,,,2,3,20010709,19861001,,444137,4473116,T,,,,,"8, 113"
1305,6_386,20190912,6,386,SIERRA ELVIRA-JULIAN DEL CERRO,,S,,4596,"Sierra Elvira, 27",,,U,28,079,07901,0790101,05801,Calle,de,Sierra Elvira,N,29,,,28038,13,186,136,T07910248,,3,3,A,2,079-13-338,338,,,2,3,20010709,19861001,,443858,4473095,T,,,,,"8, 113"
1306,6_387,20190912,6,387,AV.PEÑA PRIETA-PILAR RUEDA,,S,,1983,"Av. Peña Prieta, 63",,,U,28,079,07901,0790101,04676,Avda,de,Peña Prieta,N,65,,,28038,13,187,136,T07910406,,3,3,A,2,079-13-338,338,,,2,3,20010709,19861001,,443759,4472862,T,,,,,"8, 113"
1307,6_392,20190912,6,392,MENDEZ ALVARO-PEDRO BOSCH,,S,,1970,Méndez Alvaro frente al Nº 64-A,90,13,U,28,079,07901,0790101,04013,Calle,de,Méndez Álvaro,N,64,A,,28045,02,083,027,T07911255,,,4,A,1,079-02-034,34,,559-4,2,3,20010709,19861001,,442334,4472172,T,,,,,"8, 102, 152, N11, N13"
1308,6_394,20190912,6,394,MENDEZ ALVARO-COMERCIO,,S,,1971,"Méndez Alvaro, 37",,,U,28,079,07901,,04013,Calle,de,Méndez Álvaro,N,33,,,28045,02,083,027,T07911185,,,4,A,1,079-02-034,34,,559-4,2,3,20010709,19861001,,442012,4472557,T,,,,,"8, 102, 152, N11, N13"
1309,6_396,20190912,6,396,ANCORA-MENDEZ ALVARO,,S,,1973,,,,U,28,079,07901,0790101,00342,Calle,de,Áncora,N,45,,,28045,02,001,021,T0799395,0790101A01,1,4,A,1,079-02-032,32,,,2,3,20010709,19861001,,441666,4472905,T,,,,,"8, 102"
1310,6_397,20190912,6,397,PALOS DE LA FRONTERA-Pº STA.Mª CABEZA,,S,,3593,"Palos de la Frontera, 15",93,287,U,28,079,07901,0790101,09110,Calle,de,Palos de la Frontera,N,15,,,28045,02,001,021,T0799393,0790101A01,,4,A,1,079-02-030,30,,,2,3,20010709,19861001,,441016,4472958,T,,,,,55
1311,6_1106,20190912,6,1106,PRINCIPE DE VERGARA-MARIA DE MOLINA,,S,,2235,"Príncipe de Vergara, 102",90,4,U,28,079,07901,0790101,02511,Calle,del,Príncipe de Vergara,N,100,,,28006,05,014,052,T0796600,0790101374,1,1,A,1,079-05-103,103,,559-2,2,3,20010709,19861001,,442526,4476790,T,,,,,N2
1312,6_1998,20190912,6,1998,ISLA DE AROSA-ISLAS CIES,,S,,1358,"Isla de Arosa, 41",,,U,28,079,07901,0790101,08873,Calle,de la,Isla de Arosa,N,41,,,28035,08,020,083,T0791420,0790101073,2,7,A,2,079-08-177,177,,559-1,2,3,20010709,19861001,,439337,4481676,T,,,,,"83, 133, N21"
1313,6_364,20190912,6,364,AV.MORATALAZ-PARQUE DARWIN,,S,,834,"Av. de Moratalaz, frente al Nº 93",,,U,28,079,07901,,04198,Avda,de,Moratalaz,N,93,,,28030,14,043,145,T07910359,,,3,A,1,079-14-386,386,,559-4,2,3,20010709,19861001,,444522,4473238,T,,,,,"8, 20"
1314,6_367,20190912,6,367,ARROYO FONTARRON-E.PALACIOS,,S,,1992,Arroyo Fontarrón frente al Nº 83,,,U,28,079,07901,0790101,00600,Calle,del,Arroyo Fontarrón,N,10,,,28030,14,046,145,T07910728,,3,3,A,2,079-14-386,386,,,2,3,20010709,19861001,,445098,4472646,T,,,,,8
1315,6_368,20190912,6,368,ENCOMIENDA PALACIOS-A.FONTARRON,,S,,1994,"Encomienda de Palacios, 2",,,U,28,079,07901,,01960,Calle,de la,Encomienda de Palacios,N,4,,,28030,14,052,145,,,3,3,A,2,079-14-391,391,,,2,3,20010709,19861001,,445212,4472609,T,,,,,8
1316,6_369,20190912,6,369,ENCOMIENDA PALACIOS-PICO ARTILLEROS,,S,,1995,"Encomienda de Palacios, 146",,,U,28,079,07901,,01960,Calle,de la,Encomienda de Palacios,N,146,,,28030,14,051,145,,,4,3,A,2,079-14-391,391,,,2,3,20010709,19861001,,445556,4472627,T,,,,,"8, N8"
1317,6_371,20190912,6,371,ENCOMIENDA PALACIOS-FTE.CARRANTONA,,S,,1997,"Encomienda de Palacios, 264",,,U,28,079,07901,,01960,Calle,de la,Encomienda de Palacios,N,264,,,28030,14,003,141,,,4,3,A,2,079-14-395,395,,,2,3,20010709,19861001,,445991,4472349,T,,,,,"8, 20"
1318,6_373,20190912,6,373,VALDEBERNARDO-HACIENDA PAVONES,,S,,2001,Valdebernardo con  Hacienda de Pavones,,,U,28,079,07901,,09794,Calle,de,Valdebernardo,N,23,,,28030,14,003,141,,,4,3,A,2,079-14-394,394,,,2,3,20010709,19861001,,446443,4472511,T,,,,,"8, 20"
1319,6_374,20190912,6,374,ENCOMIENDA PALACIOS-VALDEBERNARDO,Con Calle de Valdebernanrdo,S,,2000,"Encomienda de Palacios, frente Nº360",,,U,28,079,07901,0790101,01960,Calle,de la,Encomienda de Palacios,SN,SN,,,28030,14,003,141,T07910949,,4,3,A,2,079-14-394,394,,,2,3,20010709,19861001,,446253,4472249,T,,,,,"8, 20"
1320,6_339,20190912,6,339,SERRANO-GUADIANA,,S,,442,"Serrano, 161",,,U,28,079,07901,,05757,Calle,de,Serrano,N,161,,,28002,05,3,1,,,1,1,A,1,079-05-096,96,,,2,3,20010709,19861001,,442117,4477899,T,,,,,"7, 51, N1"
1321,6_6151,20190912,6,6151,PRINCIPE DE VERGARA-MARIA DE MOLINA,,S,,5787,,90,4,U,28,079,07901,0790101,02511,Calle,del,Príncipe de Vergara,N,96,,,28006,04,096,045,T0796733,0790101384,1,1,A,1,079-04-067,67,,559-2,1,0,20120130,20120109,,442520,4476709,T,,,,,"29, 52"
1322,6_264,20190912,6,264,GUETARIA-TOLOSA,,S,,1962,"Guetaria, 1",,,U,28,079,07901,0790101,02666,Calle,de,Guetaria,N,1,,,28041,12,008,121,T07914757,0790101818,3,4,A,1,079-12-332,332,,559-3,1,0,20010709,19861001,,439369,4469614,T,,,,,"6, 60"
1323,6_265,20190912,6,265,AV.POBLADOS-AV.RAFAELA YBARRA,,S,,1963,Av los Poblados con Av Rafaela Ybarra,,,U,28,079,07901,0790101,04863,Avda,de los,Poblados,N,130,,,28041,12,001,121,T07914700,0790101815,3,4,A,1,079-12-332,332,,559-3,1,0,20010709,19861001,,439555,4469661,T,,,,,"6, 60, 116, 121, 131"
1324,6_259,20190912,6,259,AV.RAFAELA YBARRA-CESTONA,,S,,1957,"Av. Rafaela Ybarra, 70",,,U,28,079,07901,0790101,09464,Avda,de,Rafaela Ybarra,N,72,,,28041,12,008,121,T07914805,0790101819,3,4,A,1,079-12-332,332,,559-3,1,0,20010709,19861001,,439624,4469504,T,,,,,"6, 60, 78, 81, 116, 131, N15"
1325,6_2810,20190912,6,2810,AV.POBLADOS-Cº VIEJO VILLAVERDE,Frente al nº 165,S,,3175,Av Poblados con Cº Viejo de Villaverde,,,U,28,079,07901,0790101,04863,Avda,de los,Poblados,N,165,,,28041,12,010,121,T07914789,0790101820,3,4,A,1,079-12-333,333,,559-3,1,0,20010709,19861001,,439822,4469569,T,,,,,121
1326,6_5406,20190912,6,5406,LEIZA-AV.RAFAELA YBARRA,,S,,3075,,,,U,28,079,07901,0790101,03415,Calle,de,Leiza,N,147,,,28041,12,007,121,T07914878,0790101818,3,4,A,1,079-12-332,332,,559-3,1,0,20060313,20050723,,439580,4469373,T,,,,,60
1327,6_2813,20190912,6,2813,AV.POBLADOS-Cº VIEJO VILLAVERDE,,S,,3174,Av Poblados  frente Cº Viejo Villaverde,,,U,28,079,07901,0790101,04863,Avda,de los,Poblados,N,165,,,28026,12,086,127,T07914612,0790101666,3,4,A,1,079-12-322,322,,559-3,1,0,20010709,19861001,,439824,4469592,T,,,,,121
1328,6_488,20190912,6,488,EXTREMEÑOS-AV.RAFAEL ALBERTI,Con Avda de Rafael Alberti,S,,2080,Extremeños  con Av. Rafael Alberti,,,U,28,079,07901,0790101,40363,Calle,de los,Extremeños,N,5,,,28018,13,120,134,T07913137,,,3,A,1,079-13-365,365,,559-4,2,3,20010709,19861001,,445516,4470823,T,,,,,10
1329,6_493,20190912,6,493,AV.BUENOS AIRES-AV.PALOMERAS,,S,,2071,"Av. Buenos Aires, 31",,,U,28,079,07901,,00908,Avda,de,Buenos Aires,N,33,,,28018,13,154,135,,,3,3,A,2,079-13-364,364,,,2,3,20010709,19861001,,444695,4471148,T,,,,,"10, 136"
